etID  | Input | Output {GOLD}
21     | #bˈɑsium# | #bˈɑθe̯xo# {GOLD: #bˈeso#}
22     | #bˈɑːssum# | #bˈɑθo# {GOLD: #bˈɑxo#}
23     | #bˈɑt̪t̪uoː# | #bˈɑs̪xʷo# {GOLD: #bˈɑt̪o#}
24     | #bˌelˈen̪ion̪# | #belˈeɲo# {GOLD: #belˈeɲo#}
25     | #bˌon̪it̪ˈɑːt̪em# | #ɣʷn̪t̪ˈɑd̪e# {GOLD: #bon̪d̪ˈɑd̪#}
26     | #bˌurrˈɑɡin̪em# | #borɾˈɑɲi# {GOLD: #borˈen̪#}
27     | #bˌɑrbˈellɑ# | #bɑɾwʝʎɑ# {GOLD: #bɑɾbˈiʝɑ#}
28     | #bˌɑrbˈɑkulɑ# | #bɑɾbjˈelɑ# {GOLD: #bɑɾbˈɑxɑ#}
29     | #bˌɑːsiˈɑːre# | #bɑθe̯ʝˈɑɾ# {GOLD: #besˈɑɾ#}
30     | #bˌɑssiˈɑːre# | #bɑsçˈɑɾ# {GOLD: #bɑxˈɑɾ#}
31     | #bˌɑwkˈɑːlem# | #boɡˈɑl# {GOLD: #bokˈɑl#}
32     | #kˌord̪ˈɑːrium# | #kxʷɾd̪ˈɑɾxo# {GOLD: #koɾd̪ˈeɾo#}
33     | #kˌoɡn̪ˈɑːt̪um# | #koɲˈɑd̪o# {GOLD: #kuɲˈɑd̪o#}
34     | #d̪ˈekimum# | #d̪jˈemo# {GOLD: #d̪jˈeθmo#}
35     | #d̪ˈɑmn̪um# | #d̪ˈɑɲo# {GOLD: #d̪ˈɑɲo#}
36     | #d̪eˈorsum# | #θjɣʷɾθo# {GOLD: #ʝˈuso#}
37     | #d̪ˈomit̪um# | #d̪ɣʷwt̪o# {GOLD: #d̪wˈen̪d̪o#}
38     | #d̪rˌɑkˈoːn̪em# | #d̪ɾɑɡˈon̪# {GOLD: #d̪ɾɑɡˈon̪#}
39     | #d̪uˈod̪ekim# | #d̪ɣʷwˈiθe̯ʝe# {GOLD: #d̪ˈoθe#}
40     | #d̪ˈebit̪ɑm# | #d̪ʝwd̪ɑ# {GOLD: #d̪ˈewd̪ɑ#}
41     | #d̪ˈein̪d̪e# | #d̪ˈin̪d̪e# {GOLD: #d̪ˈen̪d̪e#}
42     | #d̪ˈein̪t̪ro# | #d̪ˈin̪t̪ɾo# {GOLD: #d̪ˈen̪t̪ɾo#}
43     | #d̪ˈekem# | #d̪ˈiθe̯ʝe# {GOLD: #d̪jˈeθ#}
44     | #d̪ˈekember# | #d̪ˈiθe̯ʝwbr# {GOLD: #d̪iθjˈembɾe#}
45     | #d̪ˈekst̪rum# | #d̪ʝs̪t̪ɾo# {GOLD: #d̪jˈest̪ɾo#}
46     | #d̪ˈekst̪rɑm# | #d̪ʝs̪t̪ɾɑ# {GOLD: #d̪jˈest̪ɾɑ#}
47     | #d̪ˈen̪t̪em# | #d̪ˈen̪t̪e# {GOLD: #d̪jˈen̪t̪e#}
48     | #d̪ˈeus# | #θˈos# {GOLD: #d̪jˈos#}
49     | #d̪ˈeːbit̪ɑ# | #d̪ˈewd̪ɑ# {GOLD: #d̪ˈewd̪ɑ#}
50     | #d̪ˈik# | #d̪ˈe# {GOLD: #d̪ˈi#}
51     | #d̪ˈikit̪# | #d̪ˈiθe̯ʝe# {GOLD: #d̪ˈiθe#}
52     | #d̪ˈikt̪um# | #d̪jˈet͡ʃo# {GOLD: #d̪ˈit͡ʃo#}
53     | #d̪ˈiɡit̪um# | #d̪ˈeed̪o# {GOLD: #d̪ˈed̪o#}
54     | #d̪ˈokt̪um# | #d̪wˈet͡ʃo# {GOLD: #d̪ˈut͡ʃo#}
55     | #d̪ˈolum# | #d̪ɣʷlo# {GOLD: #d̪wˈelo#}
56     | #d̪ˈomin̪um# | #d̪ɣʷɲo# {GOLD: #d̪wˈeɲo#}
57     | #d̪ˈomin̪ɑm# | #d̪ɣʷɲɑ# {GOLD: #d̪ˈoɲɑ#}
58     | #d̪ˈomin̪ɑm# | #d̪ɣʷɲɑ# {GOLD: #d̪wˈeɲɑ#}
59     | #d̪ˈoːrium# | #d̪ˈuɾxo# {GOLD: #d̪wˈeɾo#}
60     | #d̪ˈulkem# | #d̪wˈiθe# {GOLD: #d̪ˈulθe#}
61     | #d̪ˈuoːs# | #d̪ɣʷˈos# {GOLD: #d̪ˈos#}
62     | #d̪ˈuplem# | #d̪ˈoble# {GOLD: #d̪ˈoble#}
63     | #d̪ˈuːbit̪ɑ# | #d̪ˈuwd̪ɑ# {GOLD: #d̪ˈud̪ɑ#}
64     | #d̪ˈuːrum# | #d̪ˈuɾ# {GOLD: #d̪ˈuɾo#}
65     | #d̪ˌefˈeːn̪sɑ# | #d̪ʝβˈeθɑ# {GOLD: #d̪eˈesɑ#}
66     | #d̪ˌekimˈɑːre# | #d̪jemˈɑɾ# {GOLD: #d̪eθmˈɑɾ#}
67     | #d̪ˌelikˈɑːt̪um# | #d̪ʝlɡˈɑd̪o# {GOLD: #d̪elɡˈɑd̪o#}
68     | #d̪ˌelˈikt̪um# | #d̪iljˈet͡ʃo# {GOLD: #d̪elˈit̪o#}
69     | #d̪ˌeːbit̪ˈoːre# | #d̪ewd̪ˈoɾ# {GOLD: #d̪eud̪ˈoɾ#}
70     | #d̪ˌeːlikˈɑːt̪um# | #d̪elɡˈɑd̪o# {GOLD: #d̪elɡˈɑd̪o#}
71     | #d̪ˌeːn̪ˈɑːrium# | #d̪in̪ˈɑɾxo# {GOLD: #d̪in̪ˈeɾo#}
72     | #d̪ˌeːsid̪erˈɑːre# | #d̪ezd̪ɾˈɑɾ# {GOLD: #d̪eseˈɑɾ#}
73     | #d̪ˌeːspˈekt̪um# | #d̪espjˈet͡ʃo# {GOLD: #d̪espˈet͡ʃo#}
74     | #d̪ˌeːspˌoliˈɑːre# | #d̪espoxˈɑɾ# {GOLD: #d̪espoxˈɑɾ#}
75     | #d̪ˌeːsˌɑn̪ɡin̪ˈɑːre# | #d̪eθɑŋɡn̪ˈɑɾ# {GOLD: #d̪esɑn̪ɡɾˈɑɾ#}
76     | #d̪ˌeːsˈed̪ium# | #d̪iθˈeθo# {GOLD: #d̪esˈeo#}
77     | #d̪ˌeːsˈert̪um# | #d̪ezʝɾt̪o# {GOLD: #d̪esjˈeɾt̪o#}
78     | #d̪ˌeːsˈiɡn̪um# | #d̪eθˈeɲo# {GOLD: #d̪isˈeɲo#}
79     | #d̪ˌiffˈikilem# | #d̪ifjˈel# {GOLD: #d̪ifˈiθil#}
80     | #d̪ˌikt̪ˈɑːt̪um# | #d̪jet͡ʃˈɑd̪o# {GOLD: #d̪et͡ʃˈɑd̪o#}
81     | #d̪ˌispˈekt̪um# | #d̪espjˈet͡ʃo# {GOLD: #d̪espˈet͡ʃo#}
82     | #d̪ˌist̪ɑliˈɑːre# | #d̪es̪t̪ɑxˈɑɾ# {GOLD: #d̪est̪ɑxˈɑɾ#}
83     | #d̪ˌiurn̪ˈɑːlem# | #θˈoɾn̪ˈɑl# {GOLD: #xoɾn̪ˈɑl#}
84     | #d̪ˌiurn̪ˈɑːt̪ɑ# | #θˈoɾn̪ˈɑd̪ɑ# {GOLD: #xoɾn̪ˈɑd̪ɑ#}
85     | #d̪ˌiɡit̪ˈɑːle# | #esd̪ˈɑl# {GOLD: #d̪ed̪ˈɑl#}
86     | #d̪ˌiːkˈiːre# | #d̪iθe̯ʝˈiɾ# {GOLD: #d̪eθˈiɾ#}
87     | #d̪ˌiːrˈekt̪um# | #d̪iɾjˈet͡ʃo# {GOLD: #d̪eɾˈet͡ʃo#}
88     | #d̪ˌiːwˈiːn̪um# | #d̪eβˈin̪# {GOLD: #d̪ibˈin̪o#}
89     | #d̪ˌolˈoːrem# | #d̪ɣʷlˈoɾ# {GOLD: #d̪olˈoɾ#}
90     | #d̪ˌomˈiːn̪ikum# | #d̪omˈin̪ɡo# {GOLD: #d̪omˈin̪ɡo#}
91     | #d̪ˌubit̪ˈɑːre# | #d̪owd̪ˈɑɾ# {GOLD: #d̪ud̪ˈɑɾ#}
92     | #d̪ˌuːrˈit̪iɑm# | #d̪oɾˈiθe̯ʝɑ# {GOLD: #d̪uɾˈeθɑ#}
93     | #d̪ˌuːrˈɑkin̪um# | #d̪uɾjˈen̪# {GOLD: #d̪uɾˈɑθn̪o#}
94     | #flˈokkum# | #ʎwko# {GOLD: #flˈeko#}
95     | #flˈoːrem# | #ʎˈoɾ# {GOLD: #flˈoɾ#}
96     | #flˈuksum# | #ʎwˈixo# {GOLD: #flˈoxo#}
97     | #flˈɑkkid̪um# | #ʎˈezd̪o# {GOLD: #lˈɑθjo#}
98     | #flˈɑmmɑm# | #ʎˈɑmɑ# {GOLD: #ʝˈɑmɑ#}
99     | #frˈiːkt̪um# | #fɾˈit͡ʃo# {GOLD: #fɾˈit̪o#}
100    | #frˈiːɡid̪um# | #fɾˈizd̪o# {GOLD: #fɾˈio#}
101    | #frˈiːɡus# | #fɾˈiɡs# {GOLD: #fɾˈio#}
102    | #frˈon̪t̪e# | #fɾˈon̪t̪e# {GOLD: #fɾˈen̪t̪e#}
103    | #frˈuːkt̪um# | #fɾˈit͡ʃo# {GOLD: #fɾˈut͡ʃo#}
104    | #frˈɑbikɑ# | #fɾˈɑwɡɑ# {GOLD: #fɾˈɑɡwɑ#}
105    | #frˈɑksin̪um# | #fɾˈɑzn̪o# {GOLD: #fɾˈesn̪o#}
106    | #frˌikˈɑːre# | #fɾeɡˈɑɾ# {GOLD: #fɾeɡˈɑɾ#}
107    | #frˌiːksˈeolum# | #fɾixjɣʷlo# {GOLD: #fɾiswˈelo#}
108    | #frˌiːkt̪iˈɑːre# | #fɾiθˈɑɾ# {GOLD: #fɾiθˈɑɾ#}
109    | #fˈebrem# | #wʝbɾe# {GOLD: #fjˈebɾe#}
110    | #fˈeki# | #ˈiθe̯ʝe# {GOLD: #ˈiθe#}
111    | #fˈelem# | #wʝle# {GOLD: #ʝˈel#}
112    | #fˈerrum# | #wçrɾo# {GOLD: #ʝˈero#}
113    | #fˈerɑm# | #wʝɾɑ# {GOLD: #fjˈeɾɑ#}
114    | #fˈeːmin̪ɑ# | #ˈeɲɑ# {GOLD: #ˈembɾɑ#}
115    | #fˈeːn̪um# | #ˈen̪# {GOLD: #ˈen̪o#}
116    | #fˈibrɑ# | #ˈebɾɑ# {GOLD: #ˈebɾɑ#}
117    | #fˈid̪em# | #ˈee# {GOLD: #fˈe#}
118    | #fˈikt̪um# | #fjˈet͡ʃo# {GOLD: #ˈit̪o#}
119    | #fˈiːkum# | #ˈiɡo# {GOLD: #ˈiɡo#}
120    | #fˈilum# | #ˈel# {GOLD: #ˈilo#}
121    | #fˈiːksum# | #ˈixo# {GOLD: #fˈixo#}
122    | #fˈiːkt̪um# | #ˈit͡ʃo# {GOLD: #ˈit̪o#}
123    | #fˈiːlium# | #ˈixo# {GOLD: #ˈixo#}
124    | #fˈiːliɑm# | #ˈixɑ# {GOLD: #ˈixɑ#}
125    | #fˈiːn̪em# | #ˈin̪# {GOLD: #fˈin̪#}
126    | #fˈoe̯d̪um# | #ˈed̪o# {GOLD: #fˈeo#}
127    | #fˈokum# | #wɡo# {GOLD: #fwˈeɡo#}
128    | #fˈoliɑ# | #ˈoxɑ# {GOLD: #ˈoxɑ#}
129    | #fˈollem# | #fwˈel# {GOLD: #fwˈeʝe#}
130    | #fˈon̪t̪em# | #ˈon̪t̪e# {GOLD: #fwˈen̪t̪e#}
131    | #fˈormɑm# | #xʷɾmɑ# {GOLD: #fˈoɾmɑ#}
132    | #fˈort̪em# | #xʷɾt̪e# {GOLD: #fwˈeɾt̪e#}
133    | #fˈort̪iɑ# | #ˈoθɑ# {GOLD: #fwˈeɾθɑ#}
134    | #fˈoweɑ# | #fwʝˈɑ# {GOLD: #oʝɑ#}
135    | #fˈoːrmɑ# | #ˈoɾmɑ# {GOLD: #ˈoɾmɑ#}
136    | #fˈun̪d̪um# | #ˈun̪d̪o# {GOLD: #fˈon̪d̪o#}
137    | #fˈun̪d̪ɑm# | #ˈun̪d̪ɑ# {GOLD: #ˈon̪d̪ɑ#}
138    | #fˈun̪ɡum# | #ˈuŋɡo# {GOLD: #ˈon̪ɡo#}
139    | #fˈurkɑm# | #ˈoɾkɑ# {GOLD: #ˈoɾkɑ#}
140    | #fˈurn̪um# | #ˈoɾn̪o# {GOLD: #ˈoɾn̪o#}
141    | #fˈurn̪ɑkeum# | #ˈuɾn̪ɑθe̯xo# {GOLD: #oɾn̪ˈɑθo#}
142    | #fˈurt̪um# | #ˈoɾt̪o# {GOLD: #uɾt̪o#}
143    | #fˈuːmum# | #ˈumo# {GOLD: #umo#}
144    | #fˈuːrt̪um# | #ˈuɾt̪o# {GOLD: #ˈuɾt̪o#}
145    | #fˈɑbulɑm# | #ˈɑblɑ# {GOLD: #ˈɑblɑ#}
146    | #fˈɑbɑm# | #ˈɑbɑ# {GOLD: #ˈɑbɑ#}
147    | #fˈɑkiem# | #ˈɑθe̯ʝe# {GOLD: #ˈɑθ#}
148    | #fˈɑkit̪# | #ˈɑθe̯ʝe# {GOLD: #ˈɑθe#}
149    | #fˈɑkt̪um# | #fjˈet͡ʃo# {GOLD: #ˈet͡ʃo#}
150    | #fˈɑkt̪ɑm# | #fjˈet͡ʃɑ# {GOLD: #fˈet͡ʃɑ#}
151    | #fˈɑlkem# | #ˈoθe# {GOLD: #ˈoθ#}
152    | #fˈɑlsum# | #ˈoθo# {GOLD: #fˈɑlso#}
153    | #fˈɑmin̪em# | #ˈɑɲe# {GOLD: #ˈɑmbɾe#}
154    | #fˈɑskem# | #ˈɑθe# {GOLD: #ˈɑθ#}
155    | #fˈɑskeːs# | #ˈɑss# {GOLD: #ˈɑθes#}
156    | #fˈɑskiɑm# | #ˈɑθɑ# {GOLD: #ˈɑθɑ#}
157    | #fˈɑːɡeɑm# | #ˈɑθɑ# {GOLD: #ˈɑʝɑ#}
158    | #fˌebruˈɑːrium# | #ebɾɣʷˈɑɾxo# {GOLD: #febɾˈeɾo#}
159    | #fˌen̪ˈiːlem# | #en̪ˈil# {GOLD: #en̪ˈil#}
160    | #fˌerrˈɑːrium# | #wçrɾˈɑɾxo# {GOLD: #erˈeɾo#}
161    | #fˌerwˈen̪t̪em# | #wʝɾβˈen̪t̪e# {GOLD: #iɾbjˈen̪t̪e#}
162    | #fˌeːn̪ˈukulum# | #in̪wˈel# {GOLD: #in̪ˈoxo#}
163    | #fˌeːt̪ˈeːre# | #ed̪ˈeɾ# {GOLD: #ed̪ˈeɾ#}
164    | #fˌid̪ˈeːlem# | #eˈel# {GOLD: #fjˈel#}
165    | #fˌikˈɑːt̪um# | #eɡˈɑd̪o# {GOLD: #iɡˈɑd̪o#}
166    | #fˌilˈikt̪um# | #iljˈet͡ʃo# {GOLD: #elˈet͡ʃo#}
167    | #fˌiːkˈɑːriɑ# | #iɡˈɑɾʝɑ# {GOLD: #iɡˈeɾɑ#}
168    | #fˌiːlˈiolum# | #ixɣʷlo# {GOLD: #ixwˈelo#}
169    | #fˌokˈɑːrem# | #wɡˈɑɾ# {GOLD: #oɡˈɑɾ#}
170    | #fˌokˈɑːriɑ# | #wɡˈɑɾʝɑ# {GOLD: #oɡˈeɾɑ#}
171    | #fˌollikˈɑːre# | #fwelɡˈɑɾ# {GOLD: #olɡˈɑɾ#}
172    | #fˌormˈiːkɑm# | #oɾmˈiɡɑ# {GOLD: #oɾmˈiɡɑ#}
173    | #fˌorˈɑn̪eum# | #oɾˈɑɲo# {GOLD: #uɾˈɑɲo#}
174    | #fˌoːrmˈoːsum# | #oɾmˈoθo# {GOLD: #eɾmˈoso#}
175    | #fˌullikˈɑːre# | #fwelɡˈɑɾ# {GOLD: #olɡˈɑɾ#}
176    | #fˌuːlˈiːɡin̪em# | #olˈeɲi# {GOLD: #oʝˈin̪#}
177    | #fˌuːmiɡˈɑːre# | #uwʝˈɑɾ# {GOLD: #umeˈɑɾ#}
178    | #fˌɑbulˈɑːre# | #ɑblˈɑɾ# {GOLD: #ɑblˈɑɾ#}
179    | #fˌɑkt̪ˈiːkium# | #fjet͡ʃˈiθe̯xo# {GOLD: #et͡ʃˈiθo#}
180    | #fˌɑkt̪ˈuːrɑ# | #fjet͡ʃˈuɾɑ# {GOLD: #et͡ʃˈuɾɑ#}
181    | #fˌɑlkˈiːn̪um# | #oθˈin̪# {GOLD: #oθˈin̪o#}
182    | #fˌɑmˈeːlikum# | #ɑmˈelɡo# {GOLD: #xɑmˈelɡo#}
183    | #fˌɑriːn̪ˈɑːrium# | #ɑɾn̪ˈɑɾxo# {GOLD: #ɑɾn̪ˈeɾo#}
184    | #fˌɑrˈiːn̪ɑ# | #ɑɾˈin̪ɑ# {GOLD: #ɑɾˈin̪ɑ#}
185    | #fˌɑst̪ˈiːd̪ioː# | #ɑs̪t̪ˈiθo# {GOLD: #ɑst̪ˈio#}
186    | #fˌɑst̪ˈiːd̪ium# | #ɑs̪t̪ˈiθo# {GOLD: #ɑst̪ˈio#}
187    | #hˈed̪erɑ# | #ʝd̪ɾɑ# {GOLD: #ʝˈed̪ɾɑ#}
188    | #hˈod̪ie# | #ˈoθe# {GOLD: #ˈoj#}
189    | #hˈomin̪em# | #ɣʷɲe# {GOLD: #ˈombɾe#}
190    | #hˈort̪um# | #ɣʷɾt̪o# {GOLD: #wˈeɾt̪o#}
191    | #hˈospit̪em# | #wθwt̪e# {GOLD: #wˈesped̪#}
192    | #hˈost̪em# | #ws̪t̪e# {GOLD: #wˈest̪e#}
193    | #hˈoːrɑm# | #ˈoɾɑ# {GOLD: #ˈoɾɑ#}
194    | #hˈumerum# | #ˈombɾo# {GOLD: #ˈombɾo#}
195    | #hˈɑbui# | #ˈɑɣʷe# {GOLD: #ˈobe#}
196    | #hˌeːred̪it̪ˈɑːre# | #eɾeed̪ˈɑɾ# {GOLD: #eɾed̪ˈɑɾ#}
197    | #hˌispˈɑn̪iɑ# | #espˈɑɲɑ# {GOLD: #espˈɑɲɑ#}
198    | #hˌon̪ˈest̪um# | #ɣʷn̪ʝs̪t̪o# {GOLD: #on̪ˈest̪o#}
199    | #hˌon̪ˈoːrem# | #ɣʷn̪ˈoɾ# {GOLD: #on̪ˈoɾ#}
200    | #hˌord̪ˈeolum# | #uθjɣʷlo# {GOLD: #oɾθwˈelo#}
201    | #hˌospit̪ˈɑːlem# | #wθwt̪ˈɑl# {GOLD: #ost̪ˈɑl#}
202    | #hˌɑmikˈeolum# | #ɑwθe̯jɣʷlo# {GOLD: #ɑn̪θwˈelo#}
203    | #jˈɑːn̪uɑm# | #ʝˈɑn̪o̯ɣʷɑ# {GOLD: #xˈɑmbɑ#}
204    | #hˈed̪erɑm# | #ʝd̪ɾɑ# {GOLD: #ʝˈed̪ɾɑ#}
205    | #hˈerbɑm# | #ʝɾbɑ# {GOLD: #ʝˈeɾbɑ#}
206    | #jˈokum# | #jwɡo# {GOLD: #xwˈeɡo#}
207    | #jˈowis# | #jɣʷˈes# {GOLD: #xwˈebes#}
208    | #jˈun̪kt̪um# | #xˈun̪t̪o# {GOLD: #xˈun̪t̪o#}
209    | #jˈun̪kt̪ɑm# | #xˈun̪t̪ɑ# {GOLD: #xˈun̪t̪ɑ#}
210    | #jˈuːd̪ikem# | #xwˈiθe̯ʝe# {GOLD: #xwˈeθ#}
211    | #jˈuːn̪kum# | #xˈuŋko# {GOLD: #xˈun̪ko#}
212    | #hˈɑbeɑm# | #ˈɑwʝɑ# {GOLD: #ˈɑʝɑ#}
213    | #jˈɑkt̪um# | #ʝˈet͡ʃo# {GOLD: #ˈet͡ʃo#}
214    | #jˈɑm# | #ʝˈɑn̪# {GOLD: #ʝˈɑ#}
215    | #jˌuːd̪ˈikium# | #xoˈiθe̯xo# {GOLD: #xwˈiθjo#}
216    | #jˌɑkˈeːre# | #ʝɑθe̯ʝˈeɾ# {GOLD: #ʝɑθˈeɾ#}
217    | #jˌɑːn̪uˈɑːrium# | #ʝɑn̪o̯ɣʷˈɑɾxo# {GOLD: #en̪ˈeɾo#}
218    | #jˈuɡum# | #xˈoɡo# {GOLD: #ʝˈuɡo#}
219    | #kˌerˈesiɑ# | #esɾˈiθe̯ʝɑ# {GOLD: #θeɾˈeθɑ#}
220    | #klˈɑːwem# | #ʎˈɑβe# {GOLD: #ʝˈɑbe#}
221    | #klˈɑwsɑm# | #ʎˈoθɑ# {GOLD: #ʝosɑ#}
222    | #klˌɑːmˈɑːre# | #ʎɑmˈɑɾ# {GOLD: #ʝɑmˈɑɾ#}
223    | #klˌɑːwˈikulɑ# | #ʎɑβjˈelɑ# {GOLD: #klɑbˈixɑ#}
224    | #krˈeːd̪it̪# | #kɾˈee# {GOLD: #kɾˈee#}
225    | #krˈeːd̪oː# | #kɾˈed̪o# {GOLD: #kɾˈeo#}
226    | #krˈeːt̪ɑm# | #kɾˈed̪ɑ# {GOLD: #ɡɾˈed̪ɑ#}
227    | #krˈiːn̪em# | #kɾˈin̪# {GOLD: #kɾˈin̪#}
228    | #krˈukem# | #kɾˈuθe̯ʝe# {GOLD: #kɾˈuθ#}
229    | #krˈust̪ɑm# | #kɾˈos̪t̪ɑ# {GOLD: #kˈost̪ɾɑ#}
230    | #krˈuːd̪um# | #kɾˈud̪o# {GOLD: #kɾˈuo#}
231    | #krˈɑssum# | #kɾˈɑθo# {GOLD: #ɡɾˈɑso#}
232    | #krˈɑssɑm# | #kɾˈɑθɑ# {GOLD: #ɡɾˈɑsɑ#}
233    | #krˌeskˈeːre# | #kɾeθˈeɾ# {GOLD: #kɾeθˈeɾ#}
234    | #krˌeɑt̪iˈoːn̪e# | #kɾʝˈɑθe̯xˈon̪# {GOLD: #kɾjɑθˈon̪#}
235    | #krˌeˈɑːre# | #kɾʝˈɑɾ# {GOLD: #kɾjˈɑɾ#}
236    | #krˌeːd̪ˈeːre# | #kɾeˈeɾ# {GOLD: #kɾeˈeɾ#}
237    | #krˌuːd̪elit̪ˈɑːt̪em# | #kɾwilt̪ˈɑd̪e# {GOLD: #kɾweld̪ˈɑd̪#}
238    | #krˌuːd̪ˈeːlem# | #kɾuˈel# {GOLD: #kɾwˈel#}
239    | #kˌubit̪ˈɑːlem# | #kowd̪ˈɑl# {GOLD: #kod̪ˈɑl#}
240    | #kwˈae̯st̪um# | #kˈae̯s̪t̪o# {GOLD: #kˈist̪o#}
241    | #kwˈae̯rit̪# | #kˈae̯ɾe# {GOLD: #kjˈeɾe#}
242    | #kwˈem# | #kwʝn̪# {GOLD: #kjˈen̪#}
243    | #kwˈid̪# | #kˈe# {GOLD: #kˈe#}
244    | #kwˈiːn̪d̪ekim# | #kˈin̪θe̯ʝe# {GOLD: #kˈin̪θe#}
245    | #kwˈiːn̪kwe# | #kˈiŋke# {GOLD: #θˈin̪ko#}
246    | #kwˈiːn̪t̪um# | #kˈin̪t̪o# {GOLD: #kˈin̪t̪o#}
247    | #kwˈomod̪o# | #kɣʷwd̪o# {GOLD: #kˈomo#}
248    | #kwˈɑd̪rum# | #kˈɑd̪ɾo# {GOLD: #kwˈɑd̪ɾo#}
249    | #kwˈɑd̪rus# | #kˈɑd̪ɾs# {GOLD: #kwˈɑd̪ɾo#}
250    | #kwˈɑlem# | #kˈɑl# {GOLD: #kwˈɑl#}
251    | #kwˈɑn̪d̪oː# | #kˈɑn̪d̪o# {GOLD: #kwˈɑn̪d̪o#}
252    | #kwˈɑrt̪us# | #kˈɑɾt̪s# {GOLD: #kwˈɑɾt̪o#}
253    | #kwˈɑt̪t̪uor# | #kˈɑs̪xʷr# {GOLD: #kwˈɑt̪ɾo#}
254    | #kwˈɑːle# | #kˈɑl# {GOLD: #kwˈɑl#}
255    | #kwˌae̯rˈeːre# | #kae̯ɾˈeɾ# {GOLD: #keɾˈeɾ#}
256    | #kwˌiet̪ˈɑːre# | #kwʝd̪ˈɑɾ# {GOLD: #ked̪ˈɑɾ#}
257    | #kwˌiˈeːt̪um# | #kwʝˈed̪o# {GOLD: #kˈed̪o#}
258    | #kwˌiːn̪ɡˈen̪t̪oːs# | #kiθˈen̪t̪s# {GOLD: #kin̪jˈen̪t̪os#}
259    | #kwˌɑn̪t̪it̪ˈɑːt̪em# | #kɑn̪t̪t̪ˈɑd̪e# {GOLD: #kɑn̪t̪id̪ˈɑd̪#}
260    | #kwˌɑssikˈɑːre# | #kɑskˈɑɾ# {GOLD: #kɑskˈɑɾ#}
261    | #kwˌɑt̪t̪uˈord̪ekim# | #kɑs̪ɣʷɾθe̯ʝe# {GOLD: #kɑt̪ˈoɾθe#}
262    | #kˈae̯kum# | #θˈae̯ɡo# {GOLD: #θjˈeɡo#}
263    | #kˈae̯lum# | #θˈae̯lo# {GOLD: #θjˈelo#}
264    | #kˈae̯spit̪e# | #θˈae̯θwt̪e# {GOLD: #θˈesped̪#}
265    | #kˈae̯sum# | #θˈae̯θo# {GOLD: #kˈeso#}
266    | #kˈen̪t̪rum# | #θˈen̪t̪ɾo# {GOLD: #θˈen̪t̪ɾo#}
267    | #kˈen̪t̪um# | #θˈen̪t̪o# {GOLD: #θjˈen̪t̪o#}
268    | #kˈert̪um# | #esɾt̪o# {GOLD: #θjˈeɾt̪o#}
269    | #kˈerwum# | #esɾβo# {GOLD: #θjˈeɾbo#}
270    | #kˈeːn̪ɑm# | #θˈen̪ɑ# {GOLD: #θˈen̪ɑ#}
271    | #kˈeːrɑm# | #θˈeɾɑ# {GOLD: #θˈeɾɑ#}
272    | #kˈibum# | #θˈeo# {GOLD: #θˈebo#}
273    | #kˈiliɑ# | #θˈexɑ# {GOLD: #θˈexɑ#}
274    | #kˈin̪kt̪um# | #θˈin̪t̪o# {GOLD: #θˈin̪t̪o#}
275    | #kˈin̪kt̪ɑm# | #θˈin̪t̪ɑ# {GOLD: #θˈin̪t̪ɑ#}
